Comment,Positive,Neutral,Negative,Sentiment
Jadii pengenn cobaaa😍,0.9809881448745728,0.0002885536814574152,0.018723372370004654,positive
Manttaaappp😍,0.9997040629386902,7.994313637027517e-05,0.00021597044542431831,positive
mau saladnyaa 🤤🤤,0.9983053207397461,0.0006693421746604145,0.0010253791697323322,positive
Porsinya byk bgt ini,0.3770417273044586,0.0010209702886641026,0.6219373941421509,negative
"Effort kesini, harganya terjangkau, enak dan porsinya banyakk",0.9997861981391907,0.00010301424481440336,0.00011082380660809577,positive
Enak niiii,0.00071561528602615,7.901018398115411e-05,0.9992054104804993,negative
Menggoda lidah,0.0011934605427086353,0.00025727550382725894,0.9985492825508118,negative
Salad nya keliahan fresh pol😍,0.9988357424736023,0.00025352599914185703,0.0009107355726882815,positive
Bar2 amat porsinya 🤤,0.9994117021560669,0.00013941603538114578,0.00044885900570079684,positive
Hidden gems ya ini,0.912629246711731,0.001956825377419591,0.0854138731956482,positive
Minjem sepeda listriknya,0.0002996943367179483,0.0020799944177269936,0.9976202845573425,negative
Wahhh recomend nihhh,0.999235987663269,0.0001259806886082515,0.0006380388513207436,positive
Endul keknyaa,0.0007061398355290294,0.9988695979118347,0.0004242145805619657,neutral
Endulll,0.9961431622505188,0.001064112177118659,0.0027927292976528406,positive
😍😍😍pengenn,0.9997233748435974,6.863033922854811e-05,0.00020801376376766711,positive
Serius ini sehat dan enak,0.9997257590293884,6.971121183596551e-05,0.00020453945035114884,positive
penasarann,0.9611817598342896,0.0008322805515490472,0.0379859022796154,positive
Mantul iniii🤤,0.21471267938613892,0.011091334745287895,0.7741959095001221,negative
Aahhh penasaran mau cobak 😍,0.0006800542469136417,0.0003094460698775947,0.999010443687439,negative
Mauuu jugaaak,0.9982293248176575,0.00021820054098498076,0.0015524489572271705,positive
aaa ini enak bgtt,0.9994376301765442,6.824872980359942e-05,0.0004941404331475496,positive
Enakkk ni,0.0011057922383770347,8.033657650230452e-05,0.9988138675689697,negative
aduhh mau bangett,0.0032185937743633986,0.00013480510096997023,0.9966465830802917,negative
masok nii,0.0008426383719779551,0.00023182647419162095,0.998925507068634,negative
aaa mauu cobaaaaa,0.9988341927528381,0.00012866199540439993,0.0010371117386966944,positive
wiii mau😍,0.13822166621685028,0.615269124507904,0.24650920927524567,neutral
otwww,0.012676697224378586,0.0004409384564496577,0.9868823885917664,negative
Menarik menarikkk😍,0.9997066855430603,6.573527934961021e-05,0.00022745286696590483,positive
Yaampun ngilerr,0.004748627543449402,0.00017806419054977596,0.9950732588768005,negative
Ngilerrr🔥,0.042874377220869064,0.0005565361934714019,0.9565691351890564,negative
"Baru sekali kesini langsung jatuh cinta, nagih. Vibes nya itu lho, bikin betah makan bareng keluarga.",0.9987552165985107,0.00013964598474558443,0.0011051275068894029,positive
EH ADA SAYANYA😂,0.017012471333146095,0.011270526796579361,0.9717169404029846,negative
Ada aku sm keluarga kak min.. Udah 2x dan nagih deket lagi,0.8925653696060181,0.029200365766882896,0.0782342329621315,positive
Mantab 🔥,0.9992289543151855,0.000158729511895217,0.0006122075137682259,positive
😍😍,0.9994452595710754,9.736495121615008e-05,0.00045736992615275085,positive
Mantab 👍,0.9996871948242188,7.609911699546501e-05,0.00023673122632317245,positive
Recomended bgt👏,0.9989287257194519,0.00010541756637394428,0.0009658426861278713,positive
Menunya siiipp.... Sayangnya cuma buka dr sore. Ditunggu bisa buka dr pagi 😍😍,0.07581577450037003,0.1658000648021698,0.758384108543396,negative
Kemaren sudah cek tutup😢,0.000539656262844801,0.9228082895278931,0.07665194571018219,neutral
Syenggg @fotografer.solo.jogja,0.013508276082575321,0.9808996915817261,0.0055921063758432865,neutral
Ayo @na_isnana coba lagi,0.978236973285675,0.007155377883464098,0.014607680030167103,positive
❤️❤️❤️,0.9989965558052063,0.00030594077543355525,0.0006975599681027234,positive
Pingin 🫠,0.6306802034378052,0.002003670437261462,0.3673160970211029,positive
Ngeneki ra sih @prdstagrn @ppink_96,0.004843154922127724,0.02276572957634926,0.9723911285400391,negative
Asikkkkkkkkk ❤️😍,0.9996421337127686,8.444097329629585e-05,0.0002734158479142934,positive
pengen kesini blom jadi² ahhh,0.0004478671180550009,8.154134411597624e-05,0.9994706511497498,negative
kayanyaaa enak bgtt😍😍,0.9997748732566833,6.305675196927041e-05,0.0001620477851247415,positive
at least kalo aku solo ajakin ke sana sii,0.5653823018074036,0.36109021306037903,0.07352753728628159,positive
Aaahhhh ngilerrr,0.9864592552185059,0.0004606740258168429,0.013080100528895855,positive
ih mendadak laper,0.0010048297699540854,9.81367047643289e-05,0.9988969564437866,negative
Berasa makan d rumah😂,0.9987818598747253,0.000726608035620302,0.000491479760967195,positive
Skrg ada playground ya min,0.01111396960914135,0.9882500171661377,0.0006360687548294663,neutral
Yo sip ... Suk mrunu,0.0004255000385455787,0.0012609392870217562,0.9983135461807251,negative
Kerudung biru is that youu @melleniaarta,0.004451253451406956,0.995126485824585,0.00042221962939947844,neutral
Yg ni dmn er?,0.00025666228611953557,0.00017004382971208543,0.999573290348053,negative
#surakarta #solo #karanganyar #sragen #boyolali #wonogiri #klaten #sukoharjo #soloraya #kulinersolo #solokuliner #kulinersoloraya #visitsolo #wisatasolo #infokulinersolo #jajanansolo #jelajahsolo #agendasolo #exploresolo #kotasolo,0.998920202255249,0.0004689452180173248,0.0006108293891884387,positive
Enakkkk..... Aku bawa keluargaku ke sana pas puasa kemarin. Pada suka. 😍 Ada tempat main anak-anak juga. Ponakanku nggak bosan jadinya,0.9996241331100464,9.969944221666083e-05,0.0002761003270279616,positive
Memang enak makanan.nya 🙌 homy tempat.nya🙌,0.9997907280921936,7.270447531482205e-05,0.00013660539116244763,positive
Slice salad is de best ...worth bgt.🔥🔥,0.9997043013572693,0.00014715665020048618,0.0001485091052018106,positive
😍,0.9993459582328796,0.00010328478674637154,0.0005507358582690358,positive
Selain enak porsinya jg pas 👍,0.9997653365135193,7.714219100307673e-05,0.00015757911023683846,positive
Tempat makan recommended 5 menit dr rmh..enak & tempatnya nyaman,0.9998356103897095,6.453391688410193e-05,9.99132971628569e-05,positive
"Pernah Ke Sana, Rekomended Enak Kbeh Menu'ne 👌👌👌",0.9996838569641113,0.0001457108010072261,0.00017039365775417536,positive
Dimana ini min,0.008863904513418674,0.22902654111385345,0.7621095180511475,negative
Alamat gk ada,0.9605090618133545,0.008930628187954426,0.03056025318801403,positive
❤️ dapet kaka aku akan lebih baik lagi🥰,0.9992074370384216,0.00018069458019454032,0.0006119442405179143,positive
Ayok ini yg di cari @yahyaadityarasya,0.0002960589772555977,0.0001973664475372061,0.9995065927505493,negative
Ngilerrr banget ini enak semua 😍,0.9786059260368347,0.0003851138171739876,0.021008949726819992,positive
Pingin tapi harus ke solo 😛,0.0008829866419546306,0.00028051077970303595,0.9988365769386292,negative
Apa iya,0.0013902428327128291,0.0003398220578674227,0.9982699155807495,negative
Wah kita jadi tetangga desa ki mas saiki😂,0.4177781641483307,0.46766436100006104,0.11455740034580231,neutral
ahhh teriakkk buat solooo pengen kesana buat kulineran 😍,0.006233310792595148,0.00037019915180280805,0.993396520614624,negative
Bikin ngiler ih,0.7272728681564331,0.0014745803782716393,0.2712525725364685,positive
Bikin laper nih,0.0005231129471212626,0.00013888729154132307,0.9993379712104797,negative
Keren banget halaman rumah di sulap jdi resto 😍,0.9993811845779419,0.0002577569102868438,0.0003610053681768477,positive
Mau coba jugaa nihh😍kesana bareng keluarga,0.9991899132728577,0.0002288088871864602,0.0005812910385429859,positive
Duh mau kesanaa🙌,0.9917623996734619,0.00030726013937965035,0.007930286228656769,positive
Enak banget lengkap😍,0.9893653392791748,0.0003191304858773947,0.01031548622995615,positive
Aaaa mau bangettt,0.8558244109153748,0.000788145640399307,0.14338742196559906,positive
Wenak-enak pol menunya ya kak😍,0.9996510744094849,0.00010155384370591491,0.0002473600616212934,positive
Sumpah sehat sehat banget ini makanannya,0.999160885810852,0.0001032858417602256,0.0007358434959314764,positive
Ngiler banget makannnya😍,0.006412239279597998,0.00018679634376894683,0.9934009909629822,negative
Semuanya enak2 yah bikin ngilerr,0.9994627833366394,0.00013505254173651338,0.00040216551860794425,positive
Mau bgt ahh bikin ngilerr😍,0.9992953538894653,0.00011735014413716272,0.0005872635520063341,positive
Wah kalap aku liat enak,0.9948004484176636,0.0007456197636201978,0.004453925881534815,positive
Aduh ngilerr bngettt😍,0.07938650250434875,0.0009228872368112206,0.9196905493736267,negative
wajib mampir kesini ini sih 😍,0.0014109502080827951,0.0001424484798917547,0.9984466433525085,negative
aa ngiler bgttt makanannyaa😍,0.7429019212722778,0.0011383728124201298,0.255959689617157,positive
😍😍enak banget nih,0.9997357726097107,6.970333197386935e-05,0.00019454526773188263,positive
kalo ke solo harus mampir sini sihh😍,0.9994696974754333,0.00013140386727172881,0.00039895603549666703,positive
Wah masuk list kalo ke solo,0.9563331007957458,0.029829073697328568,0.013837823644280434,positive
Enak bgt semua menu2 ini 😍🙌,0.17817239463329315,0.0007697175024077296,0.8210578560829163,negative
salad nyo banyak anet,0.0002715146983973682,0.00015442522999364883,0.9995740056037903,negative
mau kesolo bgtt😍,0.0007515840698033571,0.00011783731315517798,0.9991305470466614,negative
Menunyaaa menggoda bgttt😍,0.9967834949493408,0.00018426307360641658,0.0030321767553687096,positive
duhhh beb bikin ngiler ih😢,0.3615175485610962,0.00342633412219584,0.6350560784339905,negative
Yaampun mau ke solo makkk😍,0.9965409636497498,0.0001754342665662989,0.0032835130114108324,positive
Jdi ngiler ih😢,0.0054688891395926476,0.0006549502722918987,0.9938761591911316,negative
Wiii mau bgt❤,0.996819257736206,0.0002969290071632713,0.0028838226571679115,positive
Maw maw maww 😍😍😍,0.99919193983078,0.00016122256056405604,0.0006467705825343728,positive
enak nih ya😍,0.998791515827179,0.00023906283604446799,0.0009694157633930445,positive
Wahh mau bgt ❤️,0.9995217323303223,7.956814079079777e-05,0.00039864095742814243,positive
Saved dulu yhaa ini,0.0014810534194111824,0.0015512597747147083,0.9969677329063416,negative
Lagi laper jadi ngiler mom😂,0.1146540492773056,0.00467062508687377,0.8806753754615784,negative
Aaaa mau bgt ❤,0.9990214109420776,0.00013656591181643307,0.0008420384838245809,positive
Sambel mata ny ena bgt,0.9991288781166077,0.00023431087902281433,0.0006368355243466794,positive
"Wih salad nya menggoda😍😍 ,tp kejauahan atuhh,ntr mau coba bikin ah😍",0.9993581175804138,0.0001447744871256873,0.0004970829468220472,positive
Wahh ini enak n sehat,0.9997181296348572,8.174039976438507e-05,0.0002001035463763401,positive
Semuanya bikin ngilerrr 😢,0.5770083069801331,0.0023166718892753124,0.42067500948905945,positive
Duhhh jadi ngileeerr nih🤤🤤🤤,0.9395566582679749,0.000707239203620702,0.05973615124821663,positive
Mau banget kak,0.9995094537734985,9.49424211285077e-05,0.00039561421726830304,positive
Sambel matahnya behhh menggoda bgt,0.9438832998275757,0.0010007210075855255,0.05511599779129028,positive
Wahh jd ngilerr nglihat menunyaa😍,0.9987478256225586,0.00034342941944487393,0.0009086259524337947,positive
Bikin ngilerr pol ini mah😍🔥,0.014991476200520992,0.000540246139280498,0.9844682812690735,negative
Wah ini klo kesini aku bs pesen semua nih😍,0.9874274730682373,0.00257084215991199,0.010001693852245808,positive
Ngiler bgt pengen 😭,0.0009768875315785408,0.0001131036042352207,0.9989100694656372,negative
Sumpehh ngiler banget liat nya😍🤤,0.9790719151496887,0.0011475813807919621,0.019780563190579414,positive
Saladnya menggoda bgt😍,0.7493587136268616,0.0016537256306037307,0.24898761510849,positive
Aa ngiler bangettt toloong😍,0.9895716905593872,0.00038117452641017735,0.010047138668596745,positive
Enak semua ini sih😍,0.0009884661994874477,8.162705489667132e-05,0.9989299178123474,negative
Menunya nampol banget sih ini😍,0.0011480965185910463,9.319259697804227e-05,0.9987586736679077,negative
Salad nya menggoda bngt😍,0.9931185245513916,0.0007107261335477233,0.006170765962451696,positive
Pengen saladnyaa keliatan seger enak bgt dimakan,0.9996837377548218,0.00010017068416345865,0.0002161129523301497,positive
otw coba jg si😍,0.011136414483189583,0.9281408786773682,0.06072262302041054,neutral
Mgilerrr gak kuat mau beli langsung😍,0.00023688276996836066,9.203044464811683e-05,0.9996711015701294,negative
Nyaman poll sih ini😍,0.9818159341812134,0.0012585580116137862,0.01692555472254753,positive
Jadi ngiler sama makanannya😍,0.9995239973068237,0.00011531019845278934,0.00036068251938559115,positive
Nanti kalo ke solo mau mampir 😍,0.4957486093044281,0.43600648641586304,0.0682448223233223,positive
Kak ini kenapa enak enak semua yaa 🤤,0.9992924928665161,0.00010878480679821223,0.0005987078184261918,positive
Boleh dicoba ni enak yahh💕,0.9995602965354919,0.00016865978250280023,0.0002711114939302206,positive
Savee biar cobain kalo ke solo🩷🩷🩷,0.3057393431663513,0.6931180953979492,0.0011425912380218506,neutral
Huaaa jd laper aku liat video ini wkwkw,0.00039851487963460386,0.00010843620111700147,0.9994930028915405,negative
Healthy bgt jd ga feeling guilty 😍,0.0017035140190273523,0.0001611123007023707,0.9981353282928467,negative
Waaa andai ada di balikpapan 😍,0.9983482360839844,0.0003023673198185861,0.0013494110899046063,positive
Lngkap bngtt menunyaa ya,0.04369804263114929,0.9438894391059875,0.012412446551024914,neutral
Ada cabang di Tangerang gk kak?,0.0005880181561224163,0.9958937168121338,0.003518281038850546,neutral
kalo ke solo wajib si visit mampir sni 😍,0.43055638670921326,0.5683656930923462,0.001077898545190692,neutral
Save ah .. nanti ke solo mampir melipir 😍,0.9952226281166077,0.0020309491083025932,0.0027463871520012617,positive
"Ngilerrrrr, klo main kesana harus mampir deh kayanya iniii",0.025113506242632866,0.001148455310612917,0.9737380146980286,negative
nyaman banget sih tempat nya kayak di rumah sendiri,0.9993941783905029,0.00016430947289336473,0.0004414780414663255,positive
Wah banyak banget macam makanannya😍,0.9997231364250183,8.071765478234738e-05,0.0001961241796379909,positive
Wah.. Lezat semua it mom.. Mau icip de,0.9996577501296997,9.666641562944278e-05,0.0002456545189488679,positive
Aduh jadi ngiler mom 😍😍😍,0.938767671585083,0.00247597205452621,0.05875640735030174,positive
Makan enak plus sehat😍,0.9997888207435608,6.035137994331308e-05,0.00015083565085660666,positive
Menunya enak semua kak bikin ngiker,0.9996658563613892,9.22614271985367e-05,0.00024193493300117552,positive
Ngiler bgt liat ayam sambal matahnya😍,0.0005526171298697591,0.00013738716370426118,0.9993100166320801,negative
Bukan tempat untuk diet ya ini,0.00021667970577254891,0.00010797043069032952,0.9996753931045532,negative
Auto kalap ya kak liat menunya bnyak dan pasti enak,0.9996891021728516,0.00012068018986610696,0.0001901845826068893,positive
Wah enak bgt inii jd ngilerrr😍,0.9996668100357056,6.161276542115957e-05,0.00027153705013915896,positive
Kalau aku ke Solo wajib ke sini siih 😍,0.9818627238273621,0.00037195737240836024,0.01776525378227234,positive
Duh enak.enak banget 🤤,0.9996066689491272,5.938325557508506e-05,0.000334027165081352,positive
makanannya enak enak bgt😍,0.9996942281723022,9.39689198276028e-05,0.00021181898773647845,positive
Wajib ke sini pas lewat solo😍,0.999344527721405,0.0001382388436468318,0.0005172694800421596,positive
Ntar mampir ah kalo ke solo 😍,0.9912705421447754,0.0016159538645297289,0.0071135032922029495,positive
ngileeeeer. pengen banget kesini,0.7967774271965027,0.0010626681614667177,0.20215988159179688,positive
Bikin giler mih😢,0.0008676077704876661,9.659181523602456e-05,0.9990358352661133,negative
Duhhh save dlu ah,0.0033283252269029617,0.00039307906990870833,0.9962785840034485,negative
Wahh banyak banget menu nya ya,0.9986962676048279,0.000281377142528072,0.0010223868303000927,positive
Duh ngiler banget deh beb,0.9965408444404602,0.0002555237151682377,0.0032035813201218843,positive
wah pas banget mau liburan ke solo😍,0.9997321963310242,7.885855302447453e-05,0.00018888410704676062,positive
Enak enak banget inii,0.997603714466095,0.00017632149683777243,0.0022199107334017754,positive
penasaran bgd sama rasanya,0.9988829493522644,0.00021270435536280274,0.0009043370955623686,positive
Wah klo pulkan wajib kesini aku😍,0.9930568933486938,0.0006347658345475793,0.006308359559625387,positive
"Wahhh ngiler, klo ke solo mau coba ini 😍",0.9734372496604919,0.0021004488226026297,0.024462319910526276,positive
Ngileeer tp jauh kali😢,0.012858942151069641,0.0007498677587136626,0.9863911867141724,negative
Wah lengkap banget; klo ke solo kudu ke sini ❤,0.9996242523193359,8.975805394584313e-05,0.0002859728701878339,positive
Ngeliat ini jd kangen solo,0.9951254725456238,0.001798065728507936,0.0030764490365982056,positive
lengkap banget ya kak varian saladnya😍,0.9997598528862,7.689945050515234e-05,0.00016321805014740676,positive
❤️cek dm kak,0.0002831334713846445,0.9995477795600891,0.0001690306089585647,neutral
Enakk ini Mimin mauh,0.0003291732573416084,9.191143908537924e-05,0.9995788931846619,negative
Ngiler bgt ihhh😍🔥,0.14238546788692474,0.0005931210471317172,0.8570214509963989,negative
Kak @hannaqueen46 pengin iki,0.001464333850890398,0.9982495903968811,0.00028612371534109116,neutral
Jauh gak sih dari stasiun Solo balapan ka mau kalau kesini 😍,0.7897909283638,0.002476031892001629,0.20773297548294067,positive
jadii pengenn 🔥,0.032358795404434204,0.002996893599629402,0.9646443724632263,negative
Mau dong 😍,0.3350878357887268,0.000905308872461319,0.6640068888664246,negative
Puas bgt makan ksini ya 😍,0.9992431402206421,0.000131963737658225,0.0006248701247386634,positive
Nnti kapan2 makan ini mau,0.0005038946983404458,0.000848778523504734,0.9986473917961121,negative
Udah sampe solo ajaa nih mama Hana 😍,0.003851792309433222,0.0013717710971832275,0.9947763681411743,negative
"Luas juga tempatnya,bersih",0.9954928159713745,0.0005457782535813749,0.003961409442126751,positive
kece banget nihh weii,0.00037525102379731834,7.393272244371474e-05,0.9995507597923279,negative
Nyaman banget ya cafenya,0.9997122883796692,9.822982974583283e-05,0.00018953786639031023,positive
Waa nyaman bgt ni cafe nyaaa,0.9996801614761353,6.938264414202422e-05,0.0002505331940483302,positive
Kaya dirumah vibeny,0.865588366985321,0.12495177239179611,0.009459947235882282,positive
harga menunyaa murce ga nih beb? 😍,0.011616451665759087,0.0071744658052921295,0.9812090992927551,negative
Waah save dulu ah,0.01851547136902809,0.7584027051925659,0.2230817824602127,neutral
Bagus cafenya,0.999693751335144,0.0001334450498688966,0.00017285945068579167,positive
Andalan banget ini kak😍,0.0037093618884682655,0.0001343505282420665,0.9961562752723694,negative
nyaman banget buat nongki 😍,0.9981374740600586,0.0004277122498024255,0.0014347403775900602,positive
Jadi betah nongki disitu,0.9993496537208557,0.00014196307165548205,0.0005083708674646914,positive
Spill harga kak,0.01792016252875328,0.9616060853004456,0.0204737838357687,neutral
"Pas liat lokasi nya ""solo"" nangis bgtt ternyata jauh bgt, kesitu hrs sambil nginep wkwk",0.012269068509340286,0.00040079548489302397,0.9873301982879639,negative
Nyaman banget tempatnya 😍,0.9995530247688293,8.408413850702345e-05,0.0003628403355833143,positive
".
.
.

#Day1낮324
#мαяєтpēຖนhƈʊǟռ",0.5526195168495178,0.4405798017978668,0.00680072046816349,positive
Pindah ke kalsel gih restonya😢,0.9997294545173645,6.719178782077506e-05,0.00020337103342171758,positive
