Comment,Positive,Neutral,Negative,Sentiment
@traveler.noona mayo nya enak pol🙌,0.9991051554679871,0.00037434170371852815,0.0005204615299589932,positive
Rekomend banget si ini😍,0.999703586101532,6.361341365845874e-05,0.00023274389968719333,positive
@vindamrlt te o pe be ge te,0.00034550053533166647,0.9994593262672424,0.00019513635197654366,neutral
Wahhh makanan sehat niii,0.9986138343811035,0.00011079788237111643,0.0012752825859934092,positive
@evelineaprilisa tob ini🙌,0.0011659531155601144,0.9951445460319519,0.0036895342636853456,neutral
Wahhh sehat tapi enak kalo ini,0.9973424077033997,0.0001855212904047221,0.002472084481269121,positive
@sijajanjalan my favorite,0.9637523889541626,0.021302025765180588,0.01494554802775383,positive
Ini enakkk banget dan recomend 🫶🏻🫶🏻🫶🏻🫶🏻🥴🥴,0.9997619986534119,8.433335460722446e-05,0.00015362896374426782,positive
@auroraaclaudya setuju 🔥,0.0071663218550384045,0.9899588227272034,0.0028748894110322,neutral
Mantap.sueger saladnya 🔥🔥 @naniksuryanti2020,0.9994931221008301,0.0002397823700448498,0.0002671687107067555,positive
@suegere.solo naknan😍,0.9180585145950317,0.02640441618859768,0.055537112057209015,positive
Langganan iniii koo,0.558219313621521,0.008107218891382217,0.43367353081703186,positive
@brigittajulia wenak nan ya,0.9995754361152649,0.00015220233763102442,0.00027234182925894856,positive
Yummy ko😍😍😍😍,0.9996757507324219,7.944671233417466e-05,0.0002448256127536297,positive
@idbagus7777 yummy poll,0.9991752505302429,0.0006382681312970817,0.0001863807119661942,positive
Udah tau lama dari awal2 buka ko. Enak emang saladnya. Tp beberapa bulan terakhir belum kesana lagi.,0.9917599558830261,0.0007130048470571637,0.007527066394686699,positive
Wehhh enuk,0.0027698425110429525,0.00012804556172341108,0.9971020817756653,negative
@yosephinesawitri skuy cobain,0.8113178610801697,0.1876753568649292,0.001006805570796132,positive
Enaakk beudddddd dn sehatt,0.013409246690571308,0.9846534132957458,0.001937362365424633,neutral
@dekafrankie wajib bgt cobain🙌,0.999417781829834,0.0002816338965203613,0.00030062682344578207,positive
Enakkkj,0.002215817803516984,0.00010442469647387043,0.9976797699928284,negative
@rumahkunosoloindonesia harus coba,0.0014515527291223407,0.008816450834274292,0.9897319674491882,negative
Mwantaabbbbb,0.0009817398386076093,0.004767619539052248,0.9942506551742554,negative
@dzanimufidah maknyuss,0.9951080679893494,0.00037835814873687923,0.004513460211455822,positive
Favoritttt,0.02934766747057438,0.000578648061491549,0.9700736403465271,negative
@dahliasp tossss🙌,0.9996784925460815,0.00011375593021512032,0.0002076640957966447,positive
sukohardjo manakah?,0.0006075292476452887,0.9966996312141418,0.0026928922161459923,neutral
Dulu pernah kesini tp bukanya sore sedangkan klo sore suami ga bisa jadi kita cuma duduk bentar doank disitu wkkwkkk.. Btw seladanya mereka tanam sendiri di pekarangan rumah,0.13764725625514984,0.7427749633789062,0.11957771331071854,neutral
"Langganan ku ini, the besttt..",0.9987581968307495,0.00038312753895297647,0.0008587049087509513,positive
"Dah Beberapa kali ke Sana Ko, Cmn Wkt itu buka'nya sore jam 17.00 Skrg Kt'nya udh buka dr Siang. Next Gas Neh Ko... Soale Terfavo Byaat Hehehe...",0.997718095779419,0.0008648011717014015,0.0014171028742566705,positive
Recumended🙌,0.999057948589325,9.370112093165517e-05,0.000848298252094537,positive
"Sayang iklan saja, share loc ku datangi",0.00530913146212697,0.5762214064598083,0.41846948862075806,neutral
Alamat nya mana,0.01794262044131756,0.011501838453114033,0.9705556035041809,negative
Aku udah pernah kesini sama ayang 😍,0.9792754650115967,0.014623451977968216,0.0061011118814349174,positive
udah bukak pagi ya kak sekarang..?😍,0.0001670498022576794,0.0001339995942544192,0.9996989965438843,negative
@ririn.hermawati iya kk,0.00018063141033053398,0.9993926286697388,0.0004267774638719857,neutral
@hunter.kuliner Siipp..besok gaass..😍,0.991476833820343,0.002767599653452635,0.005755551625043154,positive
@ririn.hermawati siapp kk langsung di gaskeennn🙌,0.015048936009407043,0.9819308519363403,0.00302010215818882,neutral
Ini fav aku,0.9965565204620361,0.0006335745565593243,0.0028099864721298218,positive
@dahliasp mantappp,0.9918285012245178,0.00665214704349637,0.0015193452127277851,positive
Seger seger banget menu nya,0.9995105266571045,7.807144720572978e-05,0.00041139021050184965,positive
Ini kenyang bngt wlo sayur,0.9990096092224121,0.00018804903083946556,0.0008023317786864936,positive
Seger ijoo 💚💚💚,0.9991304278373718,0.0002345773100387305,0.0006350885960273445,positive
@mantan.chefs uweenakkk langsung coba ken,0.9987152814865112,0.0005801437073387206,0.0007045497186481953,positive
Yummy,0.9995859265327454,9.824429434956983e-05,0.00031588863930664957,positive
Ki ancen tob pol,0.00014870874292682856,0.0004400544858071953,0.9994112253189087,negative
@jonyrahardja bener banget...best,0.998969316482544,0.00026872140006162226,0.0007618708186782897,positive
Wenak 😍😍,0.9996815919876099,6.576209125341848e-05,0.0002526372263673693,positive
@kliksolo TOP TENAN besti 🔥👏,0.9992295503616333,0.0005607695784419775,0.00020965062140021473,positive
Beneran enak sih 🔥🔥,0.9996453523635864,7.731041841907427e-05,0.00027733013848774135,positive
@zilizi16 TOP DI KELASNYA 🔥👏,0.9982789754867554,0.0008979164995253086,0.0008231349056586623,positive
Kesini yok 😢 @zilizi16,0.0001098951615858823,0.0002188423095503822,0.999671220779419,negative
@delia_arimurti benjir gassss sih,0.0006391495699062943,0.0001922884548548609,0.9991686344146729,negative
Uenak nya,0.9995272159576416,7.984108378877863e-05,0.0003929582017008215,positive
@kedaisembako_tbalai cuss kak cobain,0.9972781538963318,0.0020576061215251684,0.000664172344841063,positive
Sehat teninnn cocok buat diet,0.9995927214622498,0.00013338320422917604,0.00027396975201554596,positive
@jonyrahardja bener banget ko 😍👏,0.9970530271530151,0.00042761219083331525,0.002519293688237667,positive
Cocok nih 😍,0.9994655251502991,6.626747199334204e-05,0.0004682238504756242,positive
"Sdh Beberapa Kali ke Sana, Cmn Sayang'nya buka'nya Sore. Berharap Buka dr Siang 🤭",0.990764856338501,0.0055645788088440895,0.0036705194506794214,positive
@desi3_dt Yess!!! Hehehe...,0.0017969211330637336,0.00030230387346819043,0.9979007244110107,negative
@mimijelitaimut mulai hari ini kami buka mulai jam 10.30 -21.00 ya kaa.....silakan,0.0001442019420210272,0.9996020197868347,0.0002538178232498467,neutral
"@sebelasrasa Wuizz... Bneran, Alhmdlillah Soal'nya klo Siang Aq sll Maen ke Daerah Soba. Next Pasti Gas Bt Mkn Siang. Mksh ya Ka' Atas Info'nya 👍🙏",0.9966163039207458,0.001489922869950533,0.0018937115091830492,positive
"Menunya Enak2 dan semua fresh🫶🏻, aku sudah pernah nyoba.. yang punya bocil ada playgroundnya juga❤️",0.9997009038925171,0.00016249943291768432,0.00013661813864018768,positive
Wah penasaran pol save dlu,0.00042425160063430667,0.0007556016207672656,0.9988201260566711,negative
"@rachelanggraini_ enak mbaa, harus coba",0.9256303906440735,0.0545375682413578,0.019831933081150055,positive
spill harga2 kk,0.013539997860789299,0.9838400483131409,0.0026199640706181526,neutral
@putri.arms salad start 22-30k kak tergantung topping apa,0.00047570871538482606,0.999377429485321,0.0001469325798097998,neutral
Enak semuanya🤤,0.0873694121837616,0.0015039140125736594,0.9111267328262329,negative
The bestt...udh pernah nyobain❤️,0.9996775388717651,0.00017905743152368814,0.0001434028527000919,positive
Salad nya best,0.9977474808692932,0.0009143528295680881,0.0013382375473156571,positive
Ngiler,0.0011015119962394238,0.00013478929759003222,0.9987636804580688,negative
@dininnnn_ 😮😮,0.01995573565363884,0.005716375540941954,0.9743278622627258,negative
@dininnnn_ 😮😮,0.01995573565363884,0.005716375540941954,0.9743278622627258,negative
@sholut_169,0.0002630670787766576,0.00023303630587179214,0.9995038509368896,negative
Baguss banget tempatnyaaa🔥,0.9998123049736023,6.0629819927271456e-05,0.00012711081944871694,positive
Enak 😍,0.022701093927025795,0.00028504300280474126,0.977013885974884,negative
Syahduu kak 😍🍃,0.999657392501831,0.00010502988152438775,0.0002375817857682705,positive
Kepoooooo deh,0.9982919096946716,0.0002811117155943066,0.0014269417151808739,positive
Ini enakkk bgt,0.9993979930877686,7.400140748359263e-05,0.0005279755569063127,positive
Ketok enak ki🔥🔥,0.9996830224990845,8.176419942174107e-05,0.00023527626763097942,positive
"Pernah kesini, porsinya uakeh pol",0.9109567403793335,0.08213641494512558,0.0069068362936377525,positive
Baru tau ada resto salad,0.9937706589698792,0.0004942028899677098,0.005735043901950121,positive
Wahhh mantapppp🔥😍,0.9995892643928528,9.311491885455325e-05,0.00031771662179380655,positive
@arifkurr @endahaibara pgn kesini 🤭,0.0003845159080810845,0.9993535876274109,0.00026184794842265546,neutral
@dyah_ummu_jundi ayook,0.0013707098551094532,0.9762853384017944,0.022343847900629044,neutral
@maaaratuss,0.937620997428894,0.05522618070244789,0.007152860052883625,positive
Endesss ini mah......rasa yg patut dicobaaa,0.9995149374008179,0.00016290113853756338,0.00032214983366429806,positive
"tanya dulu ya, misal viral terus ramai, jaminan kualitas rasanya sama ndk ya? yg sudah2 sih viral terus asal aja masaknya, jadi cm numpang lewat saja bukan menjadi langganan dikemudian hari",0.0005174478283151984,0.000268113479251042,0.9992144107818604,negative
Owner nya baik 😊,0.9972320199012756,0.0003954908752348274,0.002372440416365862,positive
"Sepertinya mak nyus, tapi sayang rame nya gak karuan ya ? mikir2 lagi berarti 😅",0.0028000411111861467,0.00027632989804260433,0.9969236254692078,negative
50 meter dari rumah orang tuaku ini😮,0.0009946669451892376,0.9983310103416443,0.0006742767291143537,neutral
Recommended 👍👍,0.9996436834335327,7.865501538617536e-05,0.0002776102046482265,positive
Dimana bro lokasi nya gua tertarik ni,0.922332763671875,0.061141710728406906,0.01652558147907257,positive
Info kak @sutarto_dwis,0.0005251931142993271,0.9993512034416199,0.00012361280096229166,neutral
Mampir ke @bakmi_pakbagongbaturan .itu jg teras rumah di sulap jd warung bakmi🔥,0.0032798219472169876,0.9964218139648438,0.0002984150778502226,neutral
@novitacahyani201,0.0003902059979736805,0.9994691014289856,0.00014076744264457375,neutral
"Worth it bgt ini. Porsinya buat saya yg lagi pengen bulky, pas bgt porsinya. Nasinya ga terlalu byk, lebih banyak lauknya ketimbang nasinya. Harga sesuai bgtlah pokoknya. TOP!! @sebelasrasa",0.9996428489685059,0.00012086948845535517,0.00023633387172594666,positive
@hendra_nc wait! Saya ga diendorse hlo ya gaes. Real testimonial ini.,0.006409177556633949,0.027938490733504295,0.9656522870063782,negative
@hallo_11178,0.7268037796020508,0.021781468763947487,0.25141477584838867,positive
@aghofur88 hooh kak wes reti aku kui metu ng berandaku,0.0001833461137721315,0.0007244652952067554,0.9990922212600708,negative
@dinda_mamaditan,0.00019735786190722138,0.9996194839477539,0.0001831925183068961,neutral
"@ririowll iki nggone budi ,woll @budi_tiara",0.001186423352919519,0.9808953404426575,0.017918327823281288,neutral
@m.taufikhimawan hayukkkkk ksana...,0.006671398878097534,0.9819325804710388,0.01139604952186346,neutral
@keyzhaalyc_,0.973899245262146,0.02169804833829403,0.004402708262205124,positive
Ning ndesomu iki @tesalonika_marta,0.00028863910119980574,0.9962115287780762,0.003499937243759632,neutral
Suara,0.00837093684822321,0.0009508482180535793,0.9906781911849976,negative
Wajib cobaaaa🙌,0.999573290348053,8.572303340770304e-05,0.00034107911051250994,positive
@miyanatara iya kak kids friendly,0.006478044204413891,0.9930548071861267,0.0004671360657084733,neutral
Kok enakkk keliatannyaaaa😍,0.9968984127044678,8.646974310977384e-05,0.003015101421624422,positive
@meitadinaiff beneran enakkk😍,0.9997809529304504,6.567536183865741e-05,0.00015340771642513573,positive
Bikin ngiler makanannya😍,0.99314945936203,0.0006800880073569715,0.006170449312776327,positive
@nyuun2 siniii main solo🔥,0.004966021981090307,0.992068886756897,0.002965112216770649,neutral
woww makanannya enak2 nih 😍,0.9997913241386414,6.753793422831222e-05,0.00014116187230683863,positive
@_ataaaaa salad sayur nya bestt ini😍👏,0.999697208404541,0.00011795835598604754,0.00018483395979274064,positive
enaaaak nihh😍,0.9974203109741211,0.0002270324621349573,0.0023526616860181093,positive
Mauu cobaaaa🤤🤤,0.999685525894165,8.161886944435537e-05,0.00023281450557988137,positive
@karinaisty.k referensi salad date😂,0.0011751719284802675,0.996020495891571,0.0028043559286743402,neutral
Aaa salpok porsinyaa bisa buat sharing nihh,0.9970924854278564,0.0015215505845844746,0.0013859577011317015,positive
@mfth_nd iyups mana gk pahit samsek👏,0.9963799118995667,0.0023565064184367657,0.001263505662791431,positive
Jadii pengenn cobaaa😍,0.9809881448745728,0.0002885536814574152,0.018723372370004654,positive
@ronaadzkiasyaa gas yuu ka👏,0.9936827421188354,0.005373867694288492,0.0009433805826120079,positive
Manttaaappp😍,0.9997040629386902,7.994313637027517e-05,0.00021597044542431831,positive
@yetinurfa sini kesolo kaaaa,0.7450927495956421,0.0010589220328256488,0.2538483142852783,positive
mau saladnyaa 🤤🤤,0.9983053207397461,0.0006693421746604145,0.0010253791697323322,positive
Porsinya byk bgt ini,0.3770417273044586,0.0010209702886641026,0.6219373941421509,negative
@liburanpertama dan murah👏,0.9997703433036804,9.482420864515007e-05,0.00013483267684932798,positive
"Effort kesini, harganya terjangkau, enak dan porsinya banyakk",0.9997861981391907,0.00010301424481440336,0.00011082380660809577,positive
"@manganterus.le iyakan mas, enak lagi",0.9272337555885315,0.031465958803892136,0.04130022972822189,positive
Enak niiii,0.00071561528602615,7.901018398115411e-05,0.9992054104804993,negative
@novelinakusuma_ setuju❤️,0.0023625229950994253,0.9971078038215637,0.0005296531016938388,neutral
Menggoda lidah,0.0011934605427086353,0.00025727550382725894,0.9985492825508118,negative
@sintadhilaaaa kalap😂,0.014015860855579376,0.001821371610276401,0.9841628074645996,negative
Salad nya keliahan fresh pol😍,0.9988357424736023,0.00025352599914185703,0.0009107355726882815,positive
"@mbakbulee iya bener ka, fresh langsung dri petani sekitar kampung😍",0.9462310671806335,0.03769342973828316,0.016075467690825462,positive
Bar2 amat porsinya 🤤,0.9994117021560669,0.00013941603538114578,0.00044885900570079684,positive
@madebyandni murah juga kaaa,0.9996955394744873,0.00012296956265345216,0.00018151066615246236,positive
Hidden gems ya ini,0.912629246711731,0.001956825377419591,0.0854138731956482,positive
@kesanakesini_id iyaaa kakk masuk gang2😂,0.0011480652028694749,0.0025891251862049103,0.9962628483772278,negative
Minjem sepeda listriknya,0.0002996943367179483,0.0020799944177269936,0.9976202845573425,negative
@jonyrahardja gratisssss lageee,0.7538327574729919,0.11760398000478745,0.1285633146762848,positive
Wahhh recomend nihhh,0.999235987663269,0.0001259806886082515,0.0006380388513207436,positive
@irmantaopik top😍🔥,0.9994818568229675,0.00022117300250101835,0.0002970018540509045,positive
Endul keknyaa,0.0007061398355290294,0.9988695979118347,0.0004242145805619657,neutral
@nurainihening enak beneran kaaa,0.9997169375419617,0.00011439324589446187,0.00016859181050676852,positive
Endulll,0.9961431622505188,0.001064112177118659,0.0027927292976528406,positive
😍😍😍pengenn,0.9997233748435974,6.863033922854811e-05,0.00020801376376766711,positive
Serius ini sehat dan enak,0.9997257590293884,6.971121183596551e-05,0.00020453945035114884,positive
penasarann,0.9611817598342896,0.0008322805515490472,0.0379859022796154,positive
Mantul iniii🤤,0.21471267938613892,0.011091334745287895,0.7741959095001221,negative
Aahhh penasaran mau cobak 😍,0.0006800542469136417,0.0003094460698775947,0.999010443687439,negative
Mauuu jugaaak,0.9982293248176575,0.00021820054098498076,0.0015524489572271705,positive
aaa ini enak bgtt,0.9994376301765442,6.824872980359942e-05,0.0004941404331475496,positive
Enakkk ni,0.0011057922383770347,8.033657650230452e-05,0.9988138675689697,negative
aduhh mau bangett,0.0032185937743633986,0.00013480510096997023,0.9966465830802917,negative
masok nii,0.0008426383719779551,0.00023182647419162095,0.998925507068634,negative
aaa mauu cobaaaaa,0.9988341927528381,0.00012866199540439993,0.0010371117386966944,positive
wiii mau😍,0.13822166621685028,0.615269124507904,0.24650920927524567,neutral
otwww,0.012676697224378586,0.0004409384564496577,0.9868823885917664,negative
Menarik menarikkk😍,0.9997066855430603,6.573527934961021e-05,0.00022745286696590483,positive
Yaampun ngilerr,0.004748627543449402,0.00017806419054977596,0.9950732588768005,negative
Ngilerrr🔥,0.042874377220869064,0.0005565361934714019,0.9565691351890564,negative
@ericha_nl,0.9911954402923584,0.0022045928053557873,0.006599967367947102,positive
@fariz.tailor_jasblazer.mbahman,0.0002915876393672079,0.9987583160400391,0.0009500716114416718,neutral
"Baru sekali kesini langsung jatuh cinta, nagih. Vibes nya itu lho, bikin betah makan bareng keluarga.",0.9987552165985107,0.00013964598474558443,0.0011051275068894029,positive
@sitadwija mantaps 😂,0.9997126460075378,0.00011102351709268987,0.00017629028297960758,positive
EH ADA SAYANYA😂,0.017012471333146095,0.011270526796579361,0.9717169404029846,negative
Ada aku sm keluarga kak min.. Udah 2x dan nagih deket lagi,0.8925653696060181,0.029200365766882896,0.0782342329621315,positive
Mantab 🔥,0.9992289543151855,0.000158729511895217,0.0006122075137682259,positive
@hargamenu.solo ✨✨,0.0016508640255779028,0.9972453117370605,0.0011037777876481414,neutral
😍😍,0.9994452595710754,9.736495121615008e-05,0.00045736992615275085,positive
Mantab 👍,0.9996871948242188,7.609911699546501e-05,0.00023673122632317245,positive
@ahmd.rzlld,0.0009632396977394819,0.9960950016975403,0.0029417031910270452,neutral
@ikyypratiwi gaskeun ka,0.0001899113558465615,0.9993873834609985,0.0004226930614095181,neutral
@eleanaputriiii,0.5077996850013733,0.07407701015472412,0.418123334646225,positive
@zeehanamira gaskeun cuy,0.011014953255653381,0.9841476678848267,0.004837385378777981,neutral
Recomended bgt👏,0.9989287257194519,0.00010541756637394428,0.0009658426861278713,positive
Menunya siiipp.... Sayangnya cuma buka dr sore. Ditunggu bisa buka dr pagi 😍😍,0.07581577450037003,0.1658000648021698,0.758384108543396,negative
Kemaren sudah cek tutup😢,0.000539656262844801,0.9228082895278931,0.07665194571018219,neutral
Syenggg @fotografer.solo.jogja,0.013508276082575321,0.9808996915817261,0.0055921063758432865,neutral
@prdstagrn iki wae seng cedak ayuh @ppink_96 @tifahlaa,0.4401487410068512,0.436526894569397,0.1233244314789772,positive
Ayo @na_isnana coba lagi,0.978236973285675,0.007155377883464098,0.014607680030167103,positive
@inana_wati ayok kapan 😁,0.001309382263571024,0.03235727921128273,0.9663333296775818,negative
@na_isnana menunggu longgarnya 😂,0.06847222149372101,0.03343959525227547,0.8980882167816162,negative
@muhammadirvans__,0.6138388514518738,0.24329712986946106,0.14286401867866516,positive
@saya_mab,0.1193009689450264,0.617726743221283,0.26297232508659363,neutral
@puri._cendana_ningrum,0.0004789757658727467,0.9990737438201904,0.00044725314364768565,neutral
@dodit.stwn_,0.003705011447891593,0.9470083117485046,0.049286648631095886,neutral
@atauliaa_ ngiler,0.0008963089785538614,0.998481810092926,0.0006219010101631284,neutral
@_fikrisetyawan yukkkk,0.002078547142446041,0.9728813171386719,0.025040116161108017,neutral
❤️❤️❤️,0.9989965558052063,0.00030594077543355525,0.0006975599681027234,positive
Pingin 🫠,0.6306802034378052,0.002003670437261462,0.3673160970211029,positive
Ngeneki ra sih @prdstagrn @ppink_96,0.004843154922127724,0.02276572957634926,0.9723911285400391,negative
"@rinahondasolo iyo mak, ini versi sukoharjo 😂",0.0001504685205873102,0.9988916516304016,0.0009579034522175789,neutral
@johanes_adi_chris kita tercyduk🤭,0.000170047307619825,0.9994155168533325,0.00041444788803346455,neutral
@fitriasulistyowati 😂😂,0.013268701732158661,0.016913777217268944,0.9698174595832825,negative
@abigailasaa,0.1296643614768982,0.833659827709198,0.03667578473687172,neutral
@tiaraa.sukmaa bar gajian ya,0.0004276924591977149,0.9985978007316589,0.0009745372226461768,neutral
@mu_thik @riskidewin @mrtha.ndr,0.0012647780822589993,0.9807158708572388,0.01801944337785244,neutral
Asikkkkkkkkk ❤️😍,0.9996421337127686,8.444097329629585e-05,0.0002734158479142934,positive
pengen kesini blom jadi² ahhh,0.0004478671180550009,8.154134411597624e-05,0.9994706511497498,negative
kayanyaaa enak bgtt😍😍,0.9997748732566833,6.305675196927041e-05,0.0001620477851247415,positive
at least kalo aku solo ajakin ke sana sii,0.5653823018074036,0.36109021306037903,0.07352753728628159,positive
Aaahhhh ngilerrr,0.9864592552185059,0.0004606740258168429,0.013080100528895855,positive
ih mendadak laper,0.0010048297699540854,9.81367047643289e-05,0.9988969564437866,negative
@ilma.gemini,0.0009595556766726077,0.9615270495414734,0.03751340135931969,neutral
Berasa makan d rumah😂,0.9987818598747253,0.000726608035620302,0.000491479760967195,positive
Skrg ada playground ya min,0.01111396960914135,0.9882500171661377,0.0006360687548294663,neutral
"@siska.mirawati iya kak, sekarang ada playground sama buku bacaan juga 😍",0.039183348417282104,0.9531021118164062,0.007714569568634033,neutral
Yo sip ... Suk mrunu,0.0004255000385455787,0.0012609392870217562,0.9983135461807251,negative
@zaen.mahmudi mantap 😍,0.9994338154792786,0.00025989627465605736,0.0003062910691369325,positive
@rellyanggraeni ayok pak kapan kesini beb,0.03920552134513855,0.934633731842041,0.026160748675465584,neutral
"@umycuplies gass beb yok, ini deket beb",0.12767963111400604,0.8526023626327515,0.01971803791821003,neutral
@lisiasuryadewi ehemmmm,0.10526019334793091,0.0047024632804095745,0.8900372982025146,negative
Kerudung biru is that youu @melleniaarta,0.004451253451406956,0.995126485824585,0.00042221962939947844,neutral
Yg ni dmn er?,0.00025666228611953557,0.00017004382971208543,0.999573290348053,negative
@talisa.kitchen sebelasrasa mbakkk...baki😁,0.9950974583625793,0.001582617056556046,0.003320008981972933,positive
#surakarta #solo #karanganyar #sragen #boyolali #wonogiri #klaten #sukoharjo #soloraya #kulinersolo #solokuliner #kulinersoloraya #visitsolo #wisatasolo #infokulinersolo #jajanansolo #jelajahsolo #agendasolo #exploresolo #kotasolo,0.998920202255249,0.0004689452180173248,0.0006108293891884387,positive
Enakkkk..... Aku bawa keluargaku ke sana pas puasa kemarin. Pada suka. 😍 Ada tempat main anak-anak juga. Ponakanku nggak bosan jadinya,0.9996241331100464,9.969944221666083e-05,0.0002761003270279616,positive
@linapermata1702 betul bgt kaa....bisa jadi langganan nih..,0.9908182621002197,0.006671956740319729,0.002509803045541048,positive
Memang enak makanan.nya 🙌 homy tempat.nya🙌,0.9997907280921936,7.270447531482205e-05,0.00013660539116244763,positive
@ajikkunawan betul bgt ka....cocok bgt untuk tempat makan keluarga,0.9997336268424988,0.0001146815629908815,0.00015173075371421874,positive
Slice salad is de best ...worth bgt.🔥🔥,0.9997043013572693,0.00014715665020048618,0.0001485091052018106,positive
😍,0.9993459582328796,0.00010328478674637154,0.0005507358582690358,positive
Selain enak porsinya jg pas 👍,0.9997653365135193,7.714219100307673e-05,0.00015757911023683846,positive
@nining__18 utk hrg menu gmn sis...👏,0.00025452880072407424,0.9996155500411987,0.00012986354704480618,neutral
@yohanatririyani Standar sus...,0.00013249572657514364,0.9996554851531982,0.00021202642528805882,neutral
@nining__18 oke trmksih sis tuk infonya👏,0.0032999208196997643,0.996432900428772,0.0002671021211426705,neutral
Tempat makan recommended 5 menit dr rmh..enak & tempatnya nyaman,0.9998356103897095,6.453391688410193e-05,9.99132971628569e-05,positive
"Pernah Ke Sana, Rekomended Enak Kbeh Menu'ne 👌👌👌",0.9996838569641113,0.0001457108010072261,0.00017039365775417536,positive
Dimana ini min,0.008863904513418674,0.22902654111385345,0.7621095180511475,negative
Alamat gk ada,0.9605090618133545,0.008930628187954426,0.03056025318801403,positive
"@titikpur0 RT.02/RW.02, Kudu, Kec. Baki, Kabupaten Sukoharjo, Jawa Tengah 57556 ini kaa...bisa juga cek gmap ""Sebelas Rasa""",0.0016288935439661145,0.991588294506073,0.006782782729715109,neutral
@rinimulyani5 @suprihatin6752,0.00015526941569987684,0.999716579914093,0.00012806740414816886,neutral
@rias_sekarasih gas yok🤭siap inpo2,0.000258272368228063,0.9995135068893433,0.0002281215856783092,neutral
@rinimulyani5 😍,0.0026382694486528635,0.9897782206535339,0.007583473343402147,neutral
@_rollarolla,0.9884774088859558,0.0066460734233260155,0.004876567516475916,positive
❤️ dapet kaka aku akan lebih baik lagi🥰,0.9992074370384216,0.00018069458019454032,0.0006119442405179143,positive
Ayok ini yg di cari @yahyaadityarasya,0.0002960589772555977,0.0001973664475372061,0.9995065927505493,negative
"@brayenmanuel_ mari kak, ditunggu kedatangannya",0.0004947606939822435,0.9981891512870789,0.00131612631957978,neutral
@brayenmanuel_ ayukk gass kak😍,0.4370775818824768,0.5522031188011169,0.010719277895987034,neutral
Ngilerrr banget ini enak semua 😍,0.9786059260368347,0.0003851138171739876,0.021008949726819992,positive
"@jogjaestetikasik seger2 kak sayurnya, baru kali ini ak jadi doyan sayur😍",0.9993605017662048,0.0002771575527731329,0.000362461811164394,positive
Pingin tapi harus ke solo 😛,0.0008829866419546306,0.00028051077970303595,0.9988365769386292,negative
